order_line_id,message_id,allocation_date,customer_id,product_id,raw_product_text,requested_quantity,unit,requested_quantity_kg,requested_grade,delivery_date,substitution_allowed,notes
O0001256,M000507,2025-02-14,C005,P08,brocc,8.0,kg,8.0,A,2025-02-14,False,synthetic order line
O0001257,M000512,2025-02-14,C010,P08,broccoli,12.0,kg,12.0,A,2025-02-14,False,synthetic order line
O0001258,M000506,2025-02-14,C003,P08,brocc,7.0,kg,7.0,B,2025-02-14,True,synthetic order line
O0001259,M000520,2025-02-15,C007,P01,toms,34.0,kg,34.0,A,2025-02-15,False,synthetic order line
O0001260,M000525,2025-02-15,C012,P01,tomatoes,108.0,kg,108.0,A,2025-02-15,False,synthetic order line
O0001261,M000515,2025-02-15,C001,P01,tomato,6.0,crate,60.0,B,2025-02-15,False,synthetic order line
O0001262,M000516,2025-02-15,C003,P02,lett,6.0,kg,6.0,B,2025-02-15,True,synthetic order line
O0001263,M000522,2025-02-15,C009,P02,lett,51.0,kg,51.0,B,2025-02-15,True,synthetic order line
O0001264,M000515,2025-02-15,C001,P02,lett,11.0,kg,11.0,A,2025-02-15,False,synthetic order line
O0001265,M000520,2025-02-15,C007,P02,lett,1.0,box,4.0,A,2025-02-15,False,synthetic order line
O0001266,M000516,2025-02-15,C003,P03,cucumber,3.0,kg,3.0,A,2025-02-15,False,synthetic order line
O0001267,M000515,2025-02-15,C001,P03,cuke,16.0,kg,16.0,A,2025-02-15,False,synthetic order line
O0001268,M000518,2025-02-15,C005,P03,cuke,3.0,crate,36.0,A,2025-02-15,False,synthetic order line
O0001269,M000523,2025-02-15,C010,P03,cuke,51.0,kg,51.0,A,2025-02-15,False,synthetic order line
O0001270,M000519,2025-02-15,C006,P04,berries,4.0,kg,4.0,A,2025-02-15,False,synthetic order line
O0001271,M000522,2025-02-15,C009,P04,strawberry,27.0,kg,27.0,A,2025-02-15,False,synthetic order line
O0001272,M000516,2025-02-15,C003,P04,strawberry,6.0,kg,6.0,B,2025-02-15,True,synthetic order line
O0001273,M000520,2025-02-15,C007,P04,strawberry,28.0,kg,28.0,A,2025-02-15,False,synthetic order line
O0001274,M000525,2025-02-15,C012,P05,capsicum,44.0,kg,44.0,B,2025-02-15,True,synthetic order line
O0001275,M000520,2025-02-15,C007,P05,bell pepper,3.0,crate,30.0,B,2025-02-15,True,synthetic order line
O0001276,M000521,2025-02-15,C008,P06,spinach,22.0,kg,22.0,A,2025-02-15,False,synthetic order line
O0001277,M000522,2025-02-15,C009,P06,spin,43.0,kg,43.0,B,2025-02-15,False,synthetic order line
O0001278,M000524,2025-02-15,C011,P06,spinach,15.0,kg,15.0,A,2025-02-15,False,synthetic order line
O0001279,M000515,2025-02-15,C001,P07,carrots,1.0,crate,16.0,B,2025-02-15,False,synthetic order line
O0001280,M000520,2025-02-15,C007,P07,car,1.0,box,8.0,B,2025-02-15,False,synthetic order line
O0001281,M000523,2025-02-15,C010,P07,carrots,30.0,kg,30.0,A,2025-02-15,False,synthetic order line
O0001282,M000525,2025-02-15,C012,P07,carrot,46.0,kg,46.0,B,2025-02-15,True,synthetic order line
O0001283,M000518,2025-02-15,C005,P07,carrots,9.0,kg,9.0,A,2025-02-15,False,synthetic order line
O0001284,M000517,2025-02-15,C004,P08,brocc,7.0,kg,7.0,A,2025-02-15,False,synthetic order line
O0001285,M000516,2025-02-15,C003,P08,broc,35.0,kg,35.0,A,2025-02-15,False,synthetic order line
O0001286,M000532,2025-02-16,C008,P01,tomatoes,72.0,kg,72.0,A,2025-02-16,True,synthetic order line
O0001287,M000536,2025-02-16,C012,P01,toms,65.0,kg,65.0,B,2025-02-16,True,synthetic order line
O0001288,M000534,2025-02-16,C010,P02,lettuce,29.0,kg,29.0,B,2025-02-16,True,synthetic order line
O0001289,M000526,2025-02-16,C001,P02,lettuces,30.0,kg,30.0,B,2025-02-16,True,synthetic order line
O0001290,M000531,2025-02-16,C006,P03,cuke,19.0,kg,19.0,B,2025-02-16,True,synthetic order line
O0001291,M000529,2025-02-16,C004,P03,cucumbers,63.0,kg,63.0,B,2025-02-16,False,synthetic order line
O0001292,M000529,2025-02-16,C004,P04,berries,4.0,box,12.0,A,2025-02-16,False,synthetic order line
O0001293,M000534,2025-02-16,C010,P04,strawberry,3.0,crate,18.0,A,2025-02-16,False,synthetic order line
O0001294,M000528,2025-02-16,C003,P04,strawberries,19.0,kg,19.0,A,2025-02-16,False,synthetic order line
O0001295,M000530,2025-02-16,C005,P04,berries,13.0,kg,13.0,A,2025-02-16,True,synthetic order line
O0001296,M000535,2025-02-16,C011,P04,berries,1.0,crate,6.0,A,2025-02-16,False,synthetic order line
O0001297,M000527,2025-02-16,C002,P05,bell pepper,5.0,kg,5.0,B,2025-02-16,True,synthetic order line
O0001298,M000536,2025-02-16,C012,P05,peppers,5.0,box,25.0,B,2025-02-16,True,synthetic order line
O0001299,M000528,2025-02-16,C003,P05,capsicum,48.0,kg,48.0,A,2025-02-16,True,synthetic order line
O0001300,M000533,2025-02-16,C009,P05,capsicum,3.0,box,15.0,A,2025-02-16,False,synthetic order line
O0001301,M000535,2025-02-16,C011,P05,capsicum,21.0,kg,21.0,B,2025-02-16,True,synthetic order line
O0001302,M000528,2025-02-16,C003,P06,leaf spinach,2.0,box,6.0,B,2025-02-16,True,synthetic order line
O0001303,M000529,2025-02-16,C004,P06,leaf spinach,3.0,box,9.0,B,2025-02-16,False,synthetic order line
O0001304,M000526,2025-02-16,C001,P06,spinach,42.0,kg,42.0,A,2025-02-16,False,synthetic order line
O0001305,M000527,2025-02-16,C002,P06,spin,9.0,kg,9.0,B,2025-02-16,True,synthetic order line
O0001306,M000536,2025-02-16,C012,P07,car,71.0,kg,71.0,B,2025-02-16,False,synthetic order line
O0001307,M000534,2025-02-16,C010,P07,carrots,33.0,kg,33.0,B,2025-02-16,False,synthetic order line
O0001308,M000535,2025-02-16,C011,P07,carrot,21.0,kg,21.0,A,2025-02-16,False,synthetic order line
O0001309,M000529,2025-02-16,C004,P07,car,14.0,kg,14.0,B,2025-02-16,True,synthetic order line
O0001310,M000526,2025-02-16,C001,P08,brocc,5.0,crate,50.0,B,2025-02-16,True,synthetic order line
O0001311,M000534,2025-02-16,C010,P08,broc,35.0,kg,35.0,A,2025-02-16,True,synthetic order line
O0001312,M000536,2025-02-16,C012,P08,broccoli,1.0,box,5.0,B,2025-02-16,True,synthetic order line
O0001313,M000539,2025-02-17,C003,P01,tomatoes,33.0,kg,33.0,A,2025-02-17,False,synthetic order line
O0001314,M000542,2025-02-17,C006,P01,toms,1.0,box,5.0,B,2025-02-17,False,synthetic order line
O0001315,M000541,2025-02-17,C005,P01,tomato,17.0,kg,17.0,A,2025-02-17,False,synthetic order line
O0001316,M000545,2025-02-17,C010,P01,tomatoes,3.0,box,15.0,A,2025-02-17,False,synthetic order line
O0001317,M000543,2025-02-17,C008,P01,tomato,37.0,kg,37.0,B,2025-02-17,True,synthetic order line
O0001318,M000537,2025-02-17,C001,P02,lettuce,2.0,box,8.0,B,2025-02-17,False,synthetic order line
O0001319,M000544,2025-02-17,C009,P02,lettuces,22.0,kg,22.0,A,2025-02-17,False,synthetic order line
O0001320,M000538,2025-02-17,C002,P02,lett,85.0,kg,85.0,B,2025-02-17,True,synthetic order line
O0001321,M000541,2025-02-17,C005,P02,lett,27.0,kg,27.0,B,2025-02-17,True,synthetic order line
O0001322,M000538,2025-02-17,C002,P03,cucumbers,6.0,crate,72.0,A,2025-02-17,False,synthetic order line
O0001323,M000543,2025-02-17,C008,P03,cucumbers,6.0,crate,72.0,A,2025-02-17,False,synthetic order line
O0001324,M000540,2025-02-17,C004,P04,berries,32.0,kg,32.0,A,2025-02-17,True,synthetic order line
O0001325,M000545,2025-02-17,C010,P04,strawberries,2.0,box,6.0,A,2025-02-17,False,synthetic order line
O0001326,M000540,2025-02-17,C004,P05,peppers,4.0,kg,4.0,B,2025-02-17,True,synthetic order line
O0001327,M000537,2025-02-17,C001,P05,capsicum,32.0,kg,32.0,A,2025-02-17,True,synthetic order line
O0001328,M000542,2025-02-17,C006,P05,bell pepper,4.0,crate,40.0,B,2025-02-17,False,synthetic order line
O0001329,M000544,2025-02-17,C009,P05,bell pepper,6.0,kg,6.0,A,2025-02-17,False,synthetic order line
O0001330,M000546,2025-02-17,C011,P06,spin,6.0,kg,6.0,A,2025-02-17,True,synthetic order line
O0001331,M000539,2025-02-17,C003,P06,spin,2.0,crate,12.0,A,2025-02-17,False,synthetic order line
O0001332,M000547,2025-02-17,C012,P06,spinach,11.0,kg,11.0,A,2025-02-17,False,synthetic order line
O0001333,M000541,2025-02-17,C005,P06,spin,10.0,kg,10.0,B,2025-02-17,False,synthetic order line
O0001334,M000541,2025-02-17,C005,P07,carrots,61.0,kg,61.0,B,2025-02-17,False,synthetic order line
O0001335,M000542,2025-02-17,C006,P07,carrots,26.0,kg,26.0,A,2025-02-17,False,synthetic order line
O0001336,M000544,2025-02-17,C009,P07,carrot,37.0,kg,37.0,B,2025-02-17,False,synthetic order line
O0001337,M000547,2025-02-17,C012,P08,broccoli,7.0,kg,7.0,B,2025-02-17,False,synthetic order line
O0001338,M000546,2025-02-17,C011,P08,brocc,21.0,kg,21.0,B,2025-02-17,False,synthetic order line
O0001339,M000543,2025-02-17,C008,P08,broc,2.0,box,10.0,B,2025-02-17,False,synthetic order line
O0001340,M000540,2025-02-17,C004,P08,broc,2.0,box,10.0,A,2025-02-17,False,synthetic order line
O0001341,M000537,2025-02-17,C001,P08,broc,40.0,kg,40.0,A,2025-02-17,True,synthetic order line
O0001342,M000548,2025-02-18,C001,P01,tomato,29.0,kg,29.0,B,2025-02-18,False,synthetic order line
O0001343,M000551,2025-02-18,C004,P01,tomatoes,20.0,kg,20.0,A,2025-02-18,False,synthetic order line
O0001344,M000549,2025-02-18,C002,P01,tomato,14.0,kg,14.0,A,2025-02-18,False,synthetic order line
O0001345,M000557,2025-02-18,C011,P01,tomatoes,50.0,kg,50.0,A,2025-02-18,False,synthetic order line
O0001346,M000553,2025-02-18,C007,P01,tomato,1.0,crate,10.0,A,2025-02-18,False,synthetic order line
O0001347,M000550,2025-02-18,C003,P02,lettuce,37.0,kg,37.0,B,2025-02-18,True,synthetic order line
O0001348,M000555,2025-02-18,C009,P02,lettuce,15.0,kg,15.0,A,2025-02-18,True,synthetic order line
O0001349,M000551,2025-02-18,C004,P02,lettuces,21.0,kg,21.0,B,2025-02-18,False,synthetic order line
O0001350,M000554,2025-02-18,C008,P02,lettuces,1.0,box,4.0,A,2025-02-18,False,synthetic order line
O0001351,M000552,2025-02-18,C006,P02,lettuces,2.0,crate,16.0,B,2025-02-18,True,synthetic order line
O0001352,M000556,2025-02-18,C010,P03,cucumbers,26.0,kg,26.0,A,2025-02-18,False,synthetic order line
O0001353,M000549,2025-02-18,C002,P03,cucumber,46.0,kg,46.0,B,2025-02-18,True,synthetic order line
O0001354,M000552,2025-02-18,C006,P03,cucumber,1.0,crate,12.0,B,2025-02-18,True,synthetic order line
O0001355,M000550,2025-02-18,C003,P04,berries,11.0,kg,11.0,A,2025-02-18,False,synthetic order line
O0001356,M000548,2025-02-18,C001,P04,berries,28.0,kg,28.0,B,2025-02-18,False,synthetic order line
O0001357,M000551,2025-02-18,C004,P04,strawberries,11.0,kg,11.0,B,2025-02-18,False,synthetic order line
O0001358,M000558,2025-02-18,C012,P05,bell pepper,3.0,kg,3.0,A,2025-02-18,False,synthetic order line
O0001359,M000550,2025-02-18,C003,P05,bell pepper,4.0,kg,4.0,A,2025-02-18,False,synthetic order line
O0001360,M000553,2025-02-18,C007,P05,bell pepper,11.0,kg,11.0,A,2025-02-18,True,synthetic order line
O0001361,M000551,2025-02-18,C004,P05,peppers,3.0,box,15.0,A,2025-02-18,False,synthetic order line
O0001362,M000551,2025-02-18,C004,P06,spinach,14.0,kg,14.0,B,2025-02-18,True,synthetic order line
O0001363,M000554,2025-02-18,C008,P06,spinach,7.0,box,21.0,A,2025-02-18,False,synthetic order line
O0001364,M000552,2025-02-18,C006,P06,spinach,16.0,kg,16.0,A,2025-02-18,False,synthetic order line
O0001365,M000548,2025-02-18,C001,P07,carrot,1.0,box,8.0,A,2025-02-18,False,synthetic order line
O0001366,M000557,2025-02-18,C011,P07,car,16.0,kg,16.0,A,2025-02-18,False,synthetic order line
O0001367,M000552,2025-02-18,C006,P07,carrots,1.0,box,8.0,A,2025-02-18,True,synthetic order line
O0001368,M000556,2025-02-18,C010,P07,car,1.0,box,8.0,B,2025-02-18,True,synthetic order line
O0001369,M000549,2025-02-18,C002,P07,carrot,1.0,crate,16.0,B,2025-02-18,True,synthetic order line
O0001370,M000554,2025-02-18,C008,P08,brocc,22.0,kg,22.0,A,2025-02-18,False,synthetic order line
O0001371,M000553,2025-02-18,C007,P08,broc,1.0,box,5.0,A,2025-02-18,False,synthetic order line
O0001372,M000555,2025-02-18,C009,P08,broc,4.0,kg,4.0,A,2025-02-18,False,synthetic order line
O0001373,M000549,2025-02-18,C002,P08,broccoli,49.0,kg,49.0,A,2025-02-18,True,synthetic order line
O0001374,M000562,2025-02-19,C004,P01,tomatoes,4.0,box,20.0,B,2025-02-19,True,synthetic order line
O0001375,M000563,2025-02-19,C005,P01,tomatoes,7.0,box,35.0,A,2025-02-19,False,synthetic order line
O0001376,M000565,2025-02-19,C007,P01,tomato,26.0,kg,26.0,B,2025-02-19,False,synthetic order line
O0001377,M000559,2025-02-19,C001,P02,lett,26.0,kg,26.0,B,2025-02-19,False,synthetic order line
O0001378,M000565,2025-02-19,C007,P02,lettuces,9.0,box,36.0,B,2025-02-19,True,synthetic order line
O0001379,M000566,2025-02-19,C009,P03,cuke,21.0,kg,21.0,B,2025-02-19,True,synthetic order line
O0001380,M000560,2025-02-19,C002,P03,cucumbers,5.0,kg,5.0,A,2025-02-19,False,synthetic order line
O0001381,M000565,2025-02-19,C007,P03,cucumber,32.0,kg,32.0,A,2025-02-19,False,synthetic order line
O0001382,M000559,2025-02-19,C001,P03,cuke,40.0,kg,40.0,A,2025-02-19,False,synthetic order line
O0001383,M000561,2025-02-19,C003,P03,cucumbers,16.0,kg,16.0,A,2025-02-19,False,synthetic order line
O0001384,M000568,2025-02-19,C012,P04,strawberry,17.0,kg,17.0,B,2025-02-19,True,synthetic order line
O0001385,M000564,2025-02-19,C006,P04,strawberry,20.0,kg,20.0,A,2025-02-19,False,synthetic order line
O0001386,M000559,2025-02-19,C001,P04,strawberries,26.0,kg,26.0,B,2025-02-19,True,synthetic order line
O0001387,M000563,2025-02-19,C005,P04,strawberries,9.0,kg,9.0,B,2025-02-19,True,synthetic order line
O0001388,M000561,2025-02-19,C003,P05,capsicum,48.0,kg,48.0,B,2025-02-19,True,synthetic order line
O0001389,M000559,2025-02-19,C001,P05,capsicum,11.0,kg,11.0,A,2025-02-19,False,synthetic order line
O0001390,M000565,2025-02-19,C007,P05,capsicum,44.0,kg,44.0,A,2025-02-19,False,synthetic order line
O0001391,M000568,2025-02-19,C012,P06,spin,1.0,crate,6.0,B,2025-02-19,True,synthetic order line
O0001392,M000559,2025-02-19,C001,P06,spin,22.0,box,66.0,A,2025-02-19,False,synthetic order line
O0001393,M000567,2025-02-19,C011,P07,carrot,61.0,kg,61.0,A,2025-02-19,False,synthetic order line
O0001394,M000565,2025-02-19,C007,P07,car,20.0,kg,20.0,A,2025-02-19,False,synthetic order line
O0001395,M000564,2025-02-19,C006,P07,carrot,14.0,kg,14.0,A,2025-02-19,True,synthetic order line
O0001396,M000561,2025-02-19,C003,P07,carrots,3.0,kg,3.0,A,2025-02-19,False,synthetic order line
O0001397,M000562,2025-02-19,C004,P07,car,26.0,kg,26.0,A,2025-02-19,False,synthetic order line
O0001398,M000568,2025-02-19,C012,P08,broccoli,2.0,crate,20.0,B,2025-02-19,True,synthetic order line
O0001399,M000567,2025-02-19,C011,P08,broccoli,9.0,kg,9.0,B,2025-02-19,False,synthetic order line
O0001400,M000559,2025-02-19,C001,P08,broc,2.0,box,10.0,A,2025-02-19,False,synthetic order line
O0001401,M000565,2025-02-19,C007,P08,broccoli,4.0,box,20.0,B,2025-02-19,True,synthetic order line
O0001402,M000572,2025-02-20,C004,P01,tomato,34.0,kg,34.0,B,2025-02-20,False,synthetic order line
O0001403,M000578,2025-02-20,C010,P01,toms,45.0,kg,45.0,B,2025-02-20,True,synthetic order line
O0001404,M000570,2025-02-20,C002,P01,tomatoes,32.0,kg,32.0,A,2025-02-20,True,synthetic order line
O0001405,M000579,2025-02-20,C011,P01,toms,29.0,kg,29.0,B,2025-02-20,True,synthetic order line
O0001406,M000579,2025-02-20,C011,P02,lettuces,26.0,kg,26.0,B,2025-02-20,True,synthetic order line
O0001407,M000569,2025-02-20,C001,P02,lett,10.0,box,40.0,A,2025-02-20,False,synthetic order line
O0001408,M000578,2025-02-20,C010,P03,cuke,37.0,kg,37.0,A,2025-02-20,False,synthetic order line
O0001409,M000580,2025-02-20,C012,P03,cuke,6.0,kg,6.0,A,2025-02-20,False,synthetic order line
O0001410,M000576,2025-02-20,C008,P03,cucumber,16.0,kg,16.0,B,2025-02-20,True,synthetic order line
O0001411,M000569,2025-02-20,C001,P03,cucumber,16.0,kg,16.0,B,2025-02-20,False,synthetic order line
O0001412,M000572,2025-02-20,C004,P03,cucumbers,27.0,kg,27.0,A,2025-02-20,True,synthetic order line
O0001413,M000573,2025-02-20,C005,P04,strawberries,4.0,crate,24.0,A,2025-02-20,False,synthetic order line
O0001414,M000575,2025-02-20,C007,P04,strawberries,21.0,kg,21.0,B,2025-02-20,True,synthetic order line
O0001415,M000571,2025-02-20,C003,P05,peppers,2.0,crate,20.0,A,2025-02-20,False,synthetic order line
O0001416,M000577,2025-02-20,C009,P05,bell pepper,2.0,crate,20.0,B,2025-02-20,True,synthetic order line
O0001417,M000569,2025-02-20,C001,P05,capsicum,2.0,crate,20.0,A,2025-02-20,False,synthetic order line
O0001418,M000573,2025-02-20,C005,P05,peppers,7.0,kg,7.0,A,2025-02-20,False,synthetic order line
O0001419,M000569,2025-02-20,C001,P06,spin,18.0,kg,18.0,B,2025-02-20,True,synthetic order line
O0001420,M000571,2025-02-20,C003,P06,leaf spinach,7.0,kg,7.0,A,2025-02-20,False,synthetic order line
O0001421,M000574,2025-02-20,C006,P06,leaf spinach,7.0,box,21.0,B,2025-02-20,True,synthetic order line
O0001422,M000572,2025-02-20,C004,P07,carrots,23.0,kg,23.0,A,2025-02-20,True,synthetic order line
O0001423,M000577,2025-02-20,C009,P07,carrot,53.0,kg,53.0,B,2025-02-20,True,synthetic order line
O0001424,M000573,2025-02-20,C005,P07,carrots,7.0,box,56.0,B,2025-02-20,True,synthetic order line
O0001425,M000579,2025-02-20,C011,P07,carrots,19.0,kg,19.0,A,2025-02-20,False,synthetic order line
O0001426,M000580,2025-02-20,C012,P08,broccoli,11.0,kg,11.0,A,2025-02-20,False,synthetic order line
O0001427,M000571,2025-02-20,C003,P08,broc,25.0,kg,25.0,B,2025-02-20,True,synthetic order line
O0001428,M000582,2025-02-21,C002,P01,tomatoes,6.0,box,30.0,B,2025-02-21,True,synthetic order line
O0001429,M000581,2025-02-21,C001,P01,tomatoes,63.0,kg,63.0,B,2025-02-21,False,synthetic order line
O0001430,M000586,2025-02-21,C006,P02,lett,15.0,kg,15.0,B,2025-02-21,True,synthetic order line
O0001431,M000592,2025-02-21,C012,P02,lett,18.0,kg,18.0,B,2025-02-21,False,synthetic order line
O0001432,M000588,2025-02-21,C008,P02,lettuces,9.0,kg,9.0,A,2025-02-21,False,synthetic order line
O0001433,M000581,2025-02-21,C001,P02,lett,2.0,crate,16.0,B,2025-02-21,True,synthetic order line
O0001434,M000589,2025-02-21,C009,P03,cucumbers,33.0,kg,33.0,A,2025-02-21,False,synthetic order line
O0001435,M000592,2025-02-21,C012,P03,cuke,3.0,box,18.0,B,2025-02-21,True,synthetic order line
O0001436,M000588,2025-02-21,C008,P03,cucumbers,1.0,crate,12.0,B,2025-02-21,True,synthetic order line
O0001437,M000582,2025-02-21,C002,P03,cucumbers,76.0,kg,76.0,A,2025-02-21,False,synthetic order line
O0001438,M000583,2025-02-21,C003,P04,strawberry,4.0,kg,4.0,A,2025-02-21,False,synthetic order line
O0001439,M000587,2025-02-21,C007,P04,strawberries,3.0,kg,3.0,B,2025-02-21,True,synthetic order line
O0001440,M000591,2025-02-21,C011,P04,strawberry,12.0,kg,12.0,A,2025-02-21,False,synthetic order line
O0001441,M000590,2025-02-21,C010,P04,strawberries,2.0,box,6.0,B,2025-02-21,True,synthetic order line
O0001442,M000592,2025-02-21,C012,P04,strawberries,8.0,kg,8.0,A,2025-02-21,True,synthetic order line
O0001443,M000591,2025-02-21,C011,P05,capsicum,13.0,kg,13.0,A,2025-02-21,False,synthetic order line
O0001444,M000584,2025-02-21,C004,P05,peppers,9.0,kg,9.0,A,2025-02-21,False,synthetic order line
O0001445,M000582,2025-02-21,C002,P05,bell pepper,22.0,kg,22.0,B,2025-02-21,True,synthetic order line
O0001446,M000587,2025-02-21,C007,P05,bell pepper,16.0,kg,16.0,A,2025-02-21,False,synthetic order line
O0001447,M000582,2025-02-21,C002,P06,spinach,1.0,box,3.0,A,2025-02-21,False,synthetic order line
O0001448,M000581,2025-02-21,C001,P06,leaf spinach,1.0,crate,6.0,B,2025-02-21,False,synthetic order line
O0001449,M000591,2025-02-21,C011,P06,spin,12.0,kg,12.0,B,2025-02-21,False,synthetic order line
O0001450,M000584,2025-02-21,C004,P06,leaf spinach,1.0,crate,6.0,A,2025-02-21,False,synthetic order line
O0001451,M000590,2025-02-21,C010,P06,spin,2.0,crate,12.0,B,2025-02-21,True,synthetic order line
O0001452,M000585,2025-02-21,C005,P07,car,1.0,box,8.0,A,2025-02-21,False,synthetic order line
O0001453,M000586,2025-02-21,C006,P07,carrots,25.0,kg,25.0,A,2025-02-21,False,synthetic order line
O0001454,M000582,2025-02-21,C002,P07,carrot,13.0,kg,13.0,B,2025-02-21,True,synthetic order line
O0001455,M000588,2025-02-21,C008,P07,carrot,1.0,crate,16.0,B,2025-02-21,True,synthetic order line
O0001456,M000584,2025-02-21,C004,P07,car,1.0,crate,16.0,B,2025-02-21,True,synthetic order line
O0001457,M000582,2025-02-21,C002,P08,broccoli,6.0,kg,6.0,B,2025-02-21,False,synthetic order line
O0001458,M000586,2025-02-21,C006,P08,broccoli,2.0,crate,20.0,A,2025-02-21,False,synthetic order line
O0001459,M000591,2025-02-21,C011,P08,brocc,1.0,crate,10.0,B,2025-02-21,False,synthetic order line
O0001460,M000589,2025-02-21,C009,P08,broc,1.0,box,5.0,B,2025-02-21,True,synthetic order line
O0001461,M000584,2025-02-21,C004,P08,broc,2.0,crate,20.0,A,2025-02-21,False,synthetic order line
O0001462,M000595,2025-02-22,C003,P01,toms,9.0,box,45.0,A,2025-02-22,False,synthetic order line
O0001463,M000597,2025-02-22,C005,P01,tomatoes,21.0,kg,21.0,B,2025-02-22,True,synthetic order line
O0001464,M000602,2025-02-22,C010,P01,toms,7.0,kg,7.0,B,2025-02-22,False,synthetic order line
O0001465,M000603,2025-02-22,C011,P01,toms,35.0,kg,35.0,B,2025-02-22,True,synthetic order line
O0001466,M000603,2025-02-22,C011,P02,lettuce,11.0,kg,11.0,A,2025-02-22,False,synthetic order line
O0001467,M000602,2025-02-22,C010,P02,lettuces,11.0,kg,11.0,A,2025-02-22,False,synthetic order line
O0001468,M000594,2025-02-22,C002,P02,lett,4.0,crate,32.0,A,2025-02-22,False,synthetic order line
O0001469,M000603,2025-02-22,C011,P03,cucumbers,66.0,kg,66.0,A,2025-02-22,False,synthetic order line
O0001470,M000594,2025-02-22,C002,P03,cucumber,24.0,kg,24.0,B,2025-02-22,True,synthetic order line
O0001471,M000598,2025-02-22,C006,P04,strawberry,10.0,box,30.0,B,2025-02-22,True,synthetic order line
O0001472,M000597,2025-02-22,C005,P04,berries,21.0,kg,21.0,A,2025-02-22,False,synthetic order line
O0001473,M000601,2025-02-22,C009,P04,strawberry,3.0,kg,3.0,B,2025-02-22,True,synthetic order line
O0001474,M000596,2025-02-22,C004,P04,strawberry,9.0,kg,9.0,A,2025-02-22,False,synthetic order line
O0001475,M000593,2025-02-22,C001,P04,berries,3.0,kg,3.0,A,2025-02-22,True,synthetic order line
O0001476,M000604,2025-02-22,C012,P05,bell pepper,3.0,box,15.0,A,2025-02-22,False,synthetic order line
O0001477,M000594,2025-02-22,C002,P05,bell pepper,17.0,kg,17.0,A,2025-02-22,True,synthetic order line
O0001478,M000602,2025-02-22,C010,P05,bell pepper,7.0,kg,7.0,B,2025-02-22,True,synthetic order line
O0001479,M000593,2025-02-22,C001,P05,capsicum,14.0,kg,14.0,A,2025-02-22,False,synthetic order line
O0001480,M000603,2025-02-22,C011,P05,bell pepper,1.0,box,5.0,A,2025-02-22,False,synthetic order line
O0001481,M000600,2025-02-22,C008,P06,leaf spinach,4.0,kg,4.0,B,2025-02-22,True,synthetic order line
O0001482,M000596,2025-02-22,C004,P06,spinach,39.0,kg,39.0,A,2025-02-22,False,synthetic order line
O0001483,M000604,2025-02-22,C012,P07,carrots,83.0,kg,83.0,A,2025-02-22,False,synthetic order line
O0001484,M000603,2025-02-22,C011,P07,carrot,1.0,box,8.0,A,2025-02-22,False,synthetic order line
O0001485,M000597,2025-02-22,C005,P07,car,26.0,kg,26.0,A,2025-02-22,False,synthetic order line
O0001486,M000597,2025-02-22,C005,P08,brocc,11.0,kg,11.0,A,2025-02-22,False,synthetic order line
O0001487,M000599,2025-02-22,C007,P08,brocc,43.0,kg,43.0,B,2025-02-22,True,synthetic order line
O0001488,M000604,2025-02-22,C012,P08,broc,3.0,kg,3.0,B,2025-02-22,True,synthetic order line
O0001489,M000595,2025-02-22,C003,P08,broc,10.0,kg,10.0,B,2025-02-22,True,synthetic order line
O0001490,M000607,2025-02-23,C004,P01,tomato,4.0,box,20.0,A,2025-02-23,False,synthetic order line
O0001491,M000614,2025-02-23,C011,P01,tomato,8.0,box,40.0,B,2025-02-23,True,synthetic order line
O0001492,M000608,2025-02-23,C005,P01,tomatoes,6.0,kg,6.0,A,2025-02-23,False,synthetic order line
O0001493,M000606,2025-02-23,C003,P02,lett,21.0,kg,21.0,B,2025-02-23,False,synthetic order line
O0001494,M000612,2025-02-23,C009,P02,lettuces,13.0,kg,13.0,A,2025-02-23,False,synthetic order line
O0001495,M000609,2025-02-23,C006,P02,lettuce,22.0,kg,22.0,B,2025-02-23,False,synthetic order line
O0001496,M000609,2025-02-23,C006,P03,cucumbers,3.0,kg,3.0,A,2025-02-23,False,synthetic order line
O0001497,M000605,2025-02-23,C001,P03,cucumber,29.0,kg,29.0,B,2025-02-23,True,synthetic order line
O0001498,M000612,2025-02-23,C009,P03,cuke,11.0,kg,11.0,A,2025-02-23,False,synthetic order line
O0001499,M000611,2025-02-23,C008,P04,strawberry,25.0,kg,25.0,A,2025-02-23,False,synthetic order line
O0001500,M000606,2025-02-23,C003,P04,strawberries,2.0,crate,12.0,A,2025-02-23,True,synthetic order line
O0001501,M000612,2025-02-23,C009,P05,capsicum,4.0,kg,4.0,B,2025-02-23,True,synthetic order line
O0001502,M000614,2025-02-23,C011,P05,peppers,3.0,kg,3.0,A,2025-02-23,False,synthetic order line
O0001503,M000605,2025-02-23,C001,P05,bell pepper,8.0,kg,8.0,A,2025-02-23,False,synthetic order line
O0001504,M000606,2025-02-23,C003,P05,peppers,31.0,kg,31.0,A,2025-02-23,False,synthetic order line
O0001505,M000606,2025-02-23,C003,P06,spin,27.0,kg,27.0,A,2025-02-23,False,synthetic order line
O0001506,M000612,2025-02-23,C009,P06,leaf spinach,13.0,kg,13.0,A,2025-02-23,False,synthetic order line
O0001507,M000614,2025-02-23,C011,P07,carrot,32.0,kg,32.0,A,2025-02-23,False,synthetic order line
