supply_id,allocation_date,product_id,supply_grade,age_days,shelf_life_days,usable_quantity_kg,expires_next_day,unit_value_per_kg
S0002854,2025-02-17,P01,B,2,3,1.0,1,3.2
S0002855,2025-02-17,P02,A,0,3,31.0,0,2.6
S0002856,2025-02-17,P02,A,1,3,11.0,0,2.6
S0002857,2025-02-17,P02,B,0,3,15.0,0,2.6
S0002858,2025-02-17,P02,B,1,3,34.0,0,2.6
S0002859,2025-02-17,P02,B,2,3,2.0,1,2.6
S0002860,2025-02-17,P03,A,0,4,34.0,0,2.1
S0002861,2025-02-17,P03,A,1,4,4.0,0,2.1
S0002862,2025-02-17,P03,A,2,4,6.0,0,2.1
S0002863,2025-02-17,P03,A,3,4,1.0,1,2.1
S0002864,2025-02-17,P03,B,0,4,23.0,0,2.1
S0002865,2025-02-17,P03,B,1,4,12.0,0,2.1
S0002866,2025-02-17,P03,B,2,4,16.0,0,2.1
S0002867,2025-02-17,P03,B,3,4,4.0,1,2.1
S0002868,2025-02-17,P04,A,0,3,7.0,0,6.8
S0002869,2025-02-17,P04,A,1,3,13.0,0,6.8
S0002870,2025-02-17,P04,A,2,3,2.0,1,6.8
S0002871,2025-02-17,P04,B,0,3,7.0,0,6.8
S0002872,2025-02-17,P04,B,1,3,4.0,0,6.8
S0002873,2025-02-17,P05,A,0,5,18.0,0,4.1
S0002874,2025-02-17,P05,A,1,5,16.0,0,4.1
S0002875,2025-02-17,P05,A,2,5,4.0,0,4.1
S0002876,2025-02-17,P05,A,3,5,3.0,0,4.1
S0002877,2025-02-17,P05,B,0,5,9.0,0,4.1
S0002878,2025-02-17,P05,B,1,5,6.0,0,4.1
S0002879,2025-02-17,P05,B,3,5,3.0,0,4.1
S0002880,2025-02-17,P06,A,0,3,11.0,0,3.0
S0002881,2025-02-17,P06,A,1,3,7.0,0,3.0
S0002882,2025-02-17,P06,A,2,3,6.0,1,3.0
S0002883,2025-02-17,P06,B,0,3,8.0,0,3.0
S0002884,2025-02-17,P06,B,1,3,2.0,0,3.0
S0002885,2025-02-17,P06,B,2,3,1.0,1,3.0
S0002886,2025-02-17,P07,A,0,7,12.0,0,1.8
S0002887,2025-02-17,P07,A,1,7,15.0,0,1.8
S0002888,2025-02-17,P07,A,2,7,10.0,0,1.8
S0002889,2025-02-17,P07,A,3,7,2.0,0,1.8
S0002890,2025-02-17,P07,A,4,7,3.0,0,1.8
S0002891,2025-02-17,P07,A,5,7,12.0,0,1.8
S0002892,2025-02-17,P07,A,6,7,2.0,1,1.8
S0002893,2025-02-17,P07,B,0,7,5.0,0,1.8
S0002894,2025-02-17,P07,B,1,7,11.0,0,1.8
S0002895,2025-02-17,P07,B,2,7,7.0,0,1.8
S0002896,2025-02-17,P07,B,3,7,2.0,0,1.8
S0002897,2025-02-17,P07,B,4,7,13.0,0,1.8
S0002898,2025-02-17,P07,B,5,7,3.0,0,1.8
S0002899,2025-02-17,P07,B,6,7,1.0,1,1.8
S0002900,2025-02-17,P08,A,0,5,28.0,0,3.7
S0002901,2025-02-17,P08,A,1,5,11.0,0,3.7
S0002902,2025-02-17,P08,A,2,5,7.0,0,3.7
S0002903,2025-02-17,P08,A,3,5,3.0,0,3.7
S0002904,2025-02-17,P08,A,4,5,4.0,1,3.7
S0002905,2025-02-17,P08,B,0,5,3.0,0,3.7
S0002906,2025-02-17,P08,B,1,5,3.0,0,3.7
S0002907,2025-02-17,P08,B,2,5,1.0,0,3.7
S0002908,2025-02-17,P08,B,3,5,2.0,0,3.7
S0002909,2025-02-18,P01,A,0,3,29.0,0,3.2
S0002910,2025-02-18,P01,A,1,3,40.0,0,3.2
S0002911,2025-02-18,P01,A,2,3,8.0,1,3.2
S0002912,2025-02-18,P01,B,0,3,8.0,0,3.2
S0002913,2025-02-18,P01,B,1,3,2.0,0,3.2
S0002914,2025-02-18,P01,B,2,3,4.0,1,3.2
S0002915,2025-02-18,P02,A,0,3,49.0,0,2.6
S0002916,2025-02-18,P02,A,1,3,14.0,0,2.6
S0002917,2025-02-18,P02,A,2,3,3.0,1,2.6
S0002918,2025-02-18,P02,B,0,3,13.0,0,2.6
S0002919,2025-02-18,P02,B,1,3,10.0,0,2.6
S0002920,2025-02-18,P03,A,0,4,29.0,0,2.1
S0002921,2025-02-18,P03,A,1,4,11.0,0,2.1
S0002922,2025-02-18,P03,A,2,4,10.0,0,2.1
S0002923,2025-02-18,P03,A,3,4,3.0,1,2.1
S0002924,2025-02-18,P03,B,0,4,13.0,0,2.1
S0002925,2025-02-18,P03,B,1,4,7.0,0,2.1
S0002926,2025-02-18,P03,B,2,4,5.0,0,2.1
S0002927,2025-02-18,P04,A,0,3,25.0,0,6.8
S0002928,2025-02-18,P04,A,1,3,8.0,0,6.8
S0002929,2025-02-18,P04,A,2,3,2.0,1,6.8
S0002930,2025-02-18,P04,B,0,3,6.0,0,6.8
S0002931,2025-02-18,P04,B,1,3,6.0,0,6.8
S0002932,2025-02-18,P05,A,0,5,13.0,0,4.1
S0002933,2025-02-18,P05,A,1,5,15.0,0,4.1
S0002934,2025-02-18,P05,A,2,5,8.0,0,4.1
S0002935,2025-02-18,P05,A,3,5,3.0,0,4.1
S0002936,2025-02-18,P05,B,0,5,5.0,0,4.1
S0002937,2025-02-18,P05,B,1,5,4.0,0,4.1
S0002938,2025-02-18,P05,B,2,5,2.0,0,4.1
S0002939,2025-02-18,P05,B,3,5,1.0,0,4.1
S0002940,2025-02-18,P06,A,0,3,24.0,0,3.0
S0002941,2025-02-18,P06,A,1,3,14.0,0,3.0
S0002942,2025-02-18,P06,B,0,3,5.0,0,3.0
S0002943,2025-02-18,P06,B,1,3,6.0,0,3.0
S0002944,2025-02-18,P06,B,2,3,3.0,1,3.0
S0002945,2025-02-18,P07,A,0,7,10.0,0,1.8
S0002946,2025-02-18,P07,A,1,7,7.0,0,1.8
S0002947,2025-02-18,P07,A,2,7,10.0,0,1.8
S0002948,2025-02-18,P07,A,3,7,14.0,0,1.8
S0002949,2025-02-18,P07,A,4,7,4.0,0,1.8
S0002950,2025-02-18,P07,A,5,7,2.0,0,1.8
S0002951,2025-02-18,P07,A,6,7,1.0,1,1.8
S0002952,2025-02-18,P07,B,0,7,11.0,0,1.8
S0002953,2025-02-18,P07,B,1,7,5.0,0,1.8
S0002954,2025-02-18,P07,B,2,7,22.0,0,1.8
S0002955,2025-02-18,P07,B,3,7,8.0,0,1.8
S0002956,2025-02-18,P07,B,4,7,3.0,0,1.8
S0002957,2025-02-18,P07,B,5,7,3.0,0,1.8
S0002958,2025-02-18,P08,A,0,5,27.0,0,3.7
S0002959,2025-02-18,P08,A,1,5,9.0,0,3.7
S0002960,2025-02-18,P08,A,2,5,4.0,0,3.7
S0002961,2025-02-18,P08,A,3,5,14.0,0,3.7
S0002962,2025-02-18,P08,B,0,5,4.0,0,3.7
S0002963,2025-02-18,P08,B,1,5,4.0,0,3.7
S0002964,2025-02-18,P08,B,2,5,2.0,0,3.7
S0002965,2025-02-18,P08,B,3,5,2.0,0,3.7
S0002966,2025-02-19,P01,A,0,3,21.0,0,3.2
S0002967,2025-02-19,P01,A,1,3,12.0,0,3.2
S0002968,2025-02-19,P01,A,2,3,9.0,1,3.2
S0002969,2025-02-19,P01,B,0,3,28.0,0,3.2
S0002970,2025-02-19,P01,B,1,3,9.0,0,3.2
S0002971,2025-02-19,P01,B,2,3,2.0,1,3.2
S0002972,2025-02-19,P02,A,0,3,17.0,0,2.6
S0002973,2025-02-19,P02,A,1,3,19.0,0,2.6
S0002974,2025-02-19,P02,A,2,3,3.0,1,2.6
S0002975,2025-02-19,P02,B,0,3,14.0,0,2.6
S0002976,2025-02-19,P02,B,1,3,2.0,0,2.6
S0002977,2025-02-19,P03,A,0,4,25.0,0,2.1
S0002978,2025-02-19,P03,A,1,4,20.0,0,2.1
S0002979,2025-02-19,P03,A,2,4,11.0,0,2.1
S0002980,2025-02-19,P03,B,0,4,24.0,0,2.1
S0002981,2025-02-19,P03,B,1,4,10.0,0,2.1
S0002982,2025-02-19,P03,B,2,4,17.0,0,2.1
S0002983,2025-02-19,P03,B,3,4,2.0,1,2.1
S0002984,2025-02-19,P04,A,0,3,26.0,0,6.8
S0002985,2025-02-19,P04,A,1,3,12.0,0,6.8
S0002986,2025-02-19,P04,A,2,3,7.0,1,6.8
S0002987,2025-02-19,P04,B,0,3,8.0,0,6.8
S0002988,2025-02-19,P04,B,1,3,13.0,0,6.8
S0002989,2025-02-19,P05,A,0,5,17.0,0,4.1
S0002990,2025-02-19,P05,A,1,5,7.0,0,4.1
S0002991,2025-02-19,P05,A,2,5,3.0,0,4.1
S0002992,2025-02-19,P05,A,3,5,2.0,0,4.1
S0002993,2025-02-19,P05,A,4,5,5.0,1,4.1
S0002994,2025-02-19,P05,B,0,5,13.0,0,4.1
S0002995,2025-02-19,P05,B,1,5,7.0,0,4.1
S0002996,2025-02-19,P05,B,2,5,12.0,0,4.1
S0002997,2025-02-19,P05,B,3,5,1.0,0,4.1
S0002998,2025-02-19,P05,B,4,5,1.0,1,4.1
S0002999,2025-02-19,P06,A,0,3,5.0,0,3.0
S0003000,2025-02-19,P06,A,1,3,13.0,0,3.0
S0003001,2025-02-19,P06,A,2,3,7.0,1,3.0
S0003002,2025-02-19,P06,B,0,3,13.0,0,3.0
S0003003,2025-02-19,P06,B,1,3,10.0,0,3.0
S0003004,2025-02-19,P06,B,2,3,7.0,1,3.0
S0003005,2025-02-19,P07,A,0,7,26.0,0,1.8
S0003006,2025-02-19,P07,A,1,7,16.0,0,1.8
S0003007,2025-02-19,P07,A,2,7,12.0,0,1.8
S0003008,2025-02-19,P07,A,3,7,11.0,0,1.8
S0003009,2025-02-19,P07,A,4,7,7.0,0,1.8
S0003010,2025-02-19,P07,A,5,7,5.0,0,1.8
S0003011,2025-02-19,P07,A,6,7,6.0,1,1.8
S0003012,2025-02-19,P07,B,0,7,4.0,0,1.8
S0003013,2025-02-19,P07,B,1,7,3.0,0,1.8
S0003014,2025-02-19,P07,B,2,7,11.0,0,1.8
S0003015,2025-02-19,P07,B,5,7,2.0,0,1.8
S0003016,2025-02-19,P08,A,0,5,6.0,0,3.7
S0003017,2025-02-19,P08,A,1,5,2.0,0,3.7
S0003018,2025-02-19,P08,A,2,5,1.0,0,3.7
S0003019,2025-02-19,P08,A,3,5,13.0,0,3.7
S0003020,2025-02-19,P08,B,0,5,3.0,0,3.7
S0003021,2025-02-19,P08,B,1,5,8.0,0,3.7
S0003022,2025-02-19,P08,B,2,5,6.0,0,3.7
S0003023,2025-02-19,P08,B,3,5,2.0,0,3.7
S0003024,2025-02-20,P01,A,0,3,33.0,0,3.2
S0003025,2025-02-20,P01,A,1,3,1.0,0,3.2
S0003026,2025-02-20,P01,A,2,3,58.0,1,3.2
S0003027,2025-02-20,P01,B,0,3,11.0,0,3.2
S0003028,2025-02-20,P01,B,1,3,8.0,0,3.2
S0003029,2025-02-20,P01,B,2,3,3.0,1,3.2
S0003030,2025-02-20,P02,A,0,3,35.0,0,2.6
S0003031,2025-02-20,P02,A,1,3,9.0,0,2.6
S0003032,2025-02-20,P02,A,2,3,5.0,1,2.6
S0003033,2025-02-20,P02,B,0,3,8.0,0,2.6
S0003034,2025-02-20,P02,B,1,3,2.0,0,2.6
S0003035,2025-02-20,P03,A,0,4,26.0,0,2.1
S0003036,2025-02-20,P03,A,1,4,9.0,0,2.1
S0003037,2025-02-20,P03,A,2,4,27.0,0,2.1
S0003038,2025-02-20,P03,A,3,4,1.0,1,2.1
S0003039,2025-02-20,P03,B,0,4,16.0,0,2.1
S0003040,2025-02-20,P03,B,1,4,1.0,0,2.1
S0003041,2025-02-20,P03,B,2,4,2.0,0,2.1
S0003042,2025-02-20,P03,B,3,4,8.0,1,2.1
S0003043,2025-02-20,P04,A,0,3,16.0,0,6.8
S0003044,2025-02-20,P04,A,1,3,6.0,0,6.8
S0003045,2025-02-20,P04,A,2,3,1.0,1,6.8
S0003046,2025-02-20,P04,B,0,3,9.0,0,6.8
S0003047,2025-02-20,P04,B,1,3,3.0,0,6.8
S0003048,2025-02-20,P05,A,0,5,12.0,0,4.1
S0003049,2025-02-20,P05,A,1,5,12.0,0,4.1
S0003050,2025-02-20,P05,A,2,5,16.0,0,4.1
S0003051,2025-02-20,P05,A,3,5,4.0,0,4.1
S0003052,2025-02-20,P05,A,4,5,1.0,1,4.1
S0003053,2025-02-20,P05,B,0,5,6.0,0,4.1
S0003054,2025-02-20,P05,B,1,5,6.0,0,4.1
S0003055,2025-02-20,P05,B,2,5,4.0,0,4.1
S0003056,2025-02-20,P05,B,3,5,2.0,0,4.1
S0003057,2025-02-20,P05,B,4,5,1.0,1,4.1
S0003058,2025-02-20,P06,A,0,3,17.0,0,3.0
S0003059,2025-02-20,P06,A,1,3,8.0,0,3.0
S0003060,2025-02-20,P06,A,2,3,2.0,1,3.0
S0003061,2025-02-20,P06,B,0,3,4.0,0,3.0
S0003062,2025-02-20,P06,B,1,3,7.0,0,3.0
S0003063,2025-02-20,P07,A,0,7,9.0,0,1.8
S0003064,2025-02-20,P07,A,1,7,16.0,0,1.8
S0003065,2025-02-20,P07,A,2,7,47.0,0,1.8
S0003066,2025-02-20,P07,A,3,7,15.0,0,1.8
S0003067,2025-02-20,P07,A,4,7,21.0,0,1.8
S0003068,2025-02-20,P07,A,5,7,7.0,0,1.8
S0003069,2025-02-20,P07,B,0,7,1.0,0,1.8
S0003070,2025-02-20,P07,B,1,7,4.0,0,1.8
S0003071,2025-02-20,P07,B,2,7,5.0,0,1.8
S0003072,2025-02-20,P07,B,3,7,6.0,0,1.8
S0003073,2025-02-20,P07,B,6,7,4.0,1,1.8
S0003074,2025-02-20,P08,A,0,5,6.0,0,3.7
S0003075,2025-02-20,P08,A,1,5,8.0,0,3.7
S0003076,2025-02-20,P08,A,2,5,4.0,0,3.7
S0003077,2025-02-20,P08,A,3,5,1.0,0,3.7
S0003078,2025-02-20,P08,A,4,5,2.0,1,3.7
S0003079,2025-02-20,P08,B,0,5,8.0,0,3.7
S0003080,2025-02-20,P08,B,1,5,5.0,0,3.7
S0003081,2025-02-20,P08,B,2,5,1.0,0,3.7
S0003082,2025-02-20,P08,B,3,5,4.0,0,3.7
S0003083,2025-02-21,P01,A,0,3,27.0,0,3.2
S0003084,2025-02-21,P01,A,1,3,2.0,0,3.2
S0003085,2025-02-21,P01,A,2,3,7.0,1,3.2
S0003086,2025-02-21,P01,B,0,3,23.0,0,3.2
S0003087,2025-02-21,P01,B,1,3,6.0,0,3.2
S0003088,2025-02-21,P01,B,2,3,2.0,1,3.2
S0003089,2025-02-21,P02,A,0,3,25.0,0,2.6
S0003090,2025-02-21,P02,A,1,3,8.0,0,2.6
S0003091,2025-02-21,P02,A,2,3,4.0,1,2.6
S0003092,2025-02-21,P02,B,0,3,9.0,0,2.6
S0003093,2025-02-21,P02,B,1,3,5.0,0,2.6
S0003094,2025-02-21,P02,B,2,3,3.0,1,2.6
S0003095,2025-02-21,P03,A,0,4,23.0,0,2.1
S0003096,2025-02-21,P03,A,1,4,29.0,0,2.1
S0003097,2025-02-21,P03,A,2,4,7.0,0,2.1
S0003098,2025-02-21,P03,A,3,4,4.0,1,2.1
S0003099,2025-02-21,P03,B,0,4,34.0,0,2.1
S0003100,2025-02-21,P03,B,1,4,13.0,0,2.1
S0003101,2025-02-21,P03,B,2,4,9.0,0,2.1
S0003102,2025-02-21,P03,B,3,4,3.0,1,2.1
S0003103,2025-02-21,P04,A,0,3,10.0,0,6.8
S0003104,2025-02-21,P04,A,1,3,3.0,0,6.8
S0003105,2025-02-21,P04,A,2,3,2.0,1,6.8
S0003106,2025-02-21,P04,B,0,3,7.0,0,6.8
S0003107,2025-02-21,P04,B,1,3,10.0,0,6.8
S0003108,2025-02-21,P05,A,0,5,16.0,0,4.1
S0003109,2025-02-21,P05,A,1,5,4.0,0,4.1
S0003110,2025-02-21,P05,A,2,5,13.0,0,4.1
S0003111,2025-02-21,P05,A,3,5,3.0,0,4.1
S0003112,2025-02-21,P05,B,0,5,6.0,0,4.1
S0003113,2025-02-21,P05,B,1,5,3.0,0,4.1
S0003114,2025-02-21,P05,B,2,5,1.0,0,4.1
S0003115,2025-02-21,P06,A,0,3,12.0,0,3.0
S0003116,2025-02-21,P06,A,1,3,4.0,0,3.0
S0003117,2025-02-21,P06,A,2,3,6.0,1,3.0
S0003118,2025-02-21,P06,B,0,3,7.0,0,3.0
S0003119,2025-02-21,P06,B,1,3,6.0,0,3.0
S0003120,2025-02-21,P06,B,2,3,5.0,1,3.0
S0003121,2025-02-21,P07,A,0,7,11.0,0,1.8
S0003122,2025-02-21,P07,A,1,7,22.0,0,1.8
S0003123,2025-02-21,P07,A,2,7,13.0,0,1.8
S0003124,2025-02-21,P07,A,3,7,17.0,0,1.8
S0003125,2025-02-21,P07,A,4,7,2.0,0,1.8
S0003126,2025-02-21,P07,A,5,7,1.0,0,1.8
S0003127,2025-02-21,P07,A,6,7,3.0,1,1.8
S0003128,2025-02-21,P07,B,0,7,2.0,0,1.8
S0003129,2025-02-21,P07,B,1,7,5.0,0,1.8
S0003130,2025-02-21,P07,B,2,7,6.0,0,1.8
S0003131,2025-02-21,P07,B,3,7,4.0,0,1.8
S0003132,2025-02-21,P07,B,4,7,7.0,0,1.8
S0003133,2025-02-21,P07,B,5,7,4.0,0,1.8
S0003134,2025-02-21,P08,A,0,5,5.0,0,3.7
S0003135,2025-02-21,P08,A,1,5,6.0,0,3.7
S0003136,2025-02-21,P08,A,2,5,7.0,0,3.7
S0003137,2025-02-21,P08,A,3,5,8.0,0,3.7
S0003138,2025-02-21,P08,A,4,5,1.0,1,3.7
S0003139,2025-02-21,P08,B,0,5,4.0,0,3.7
S0003140,2025-02-21,P08,B,1,5,16.0,0,3.7
S0003141,2025-02-21,P08,B,2,5,8.0,0,3.7
S0003142,2025-02-21,P08,B,3,5,3.0,0,3.7
S0003143,2025-02-21,P08,B,4,5,2.0,1,3.7
S0003144,2025-02-22,P01,A,0,3,36.0,0,3.2
S0003145,2025-02-22,P01,A,1,3,21.0,0,3.2
S0003146,2025-02-22,P01,A,2,3,2.0,1,3.2
S0003147,2025-02-22,P01,B,0,3,28.0,0,3.2
S0003148,2025-02-22,P01,B,1,3,5.0,0,3.2
S0003149,2025-02-22,P01,B,2,3,2.0,1,3.2
S0003150,2025-02-22,P02,A,0,3,25.0,0,2.6
S0003151,2025-02-22,P02,A,1,3,15.0,0,2.6
S0003152,2025-02-22,P02,A,2,3,1.0,1,2.6
S0003153,2025-02-22,P02,B,0,3,20.0,0,2.6
S0003154,2025-02-22,P02,B,1,3,6.0,0,2.6
S0003155,2025-02-22,P02,B,2,3,10.0,1,2.6
S0003156,2025-02-22,P03,A,0,4,39.0,0,2.1
S0003157,2025-02-22,P03,A,1,4,25.0,0,2.1
S0003158,2025-02-22,P03,A,2,4,7.0,0,2.1
S0003159,2025-02-22,P03,A,3,4,6.0,1,2.1
S0003160,2025-02-22,P03,B,0,4,7.0,0,2.1
S0003161,2025-02-22,P03,B,1,4,9.0,0,2.1
S0003162,2025-02-22,P03,B,3,4,1.0,1,2.1
S0003163,2025-02-22,P04,A,0,3,8.0,0,6.8
S0003164,2025-02-22,P04,A,1,3,16.0,0,6.8
S0003165,2025-02-22,P04,A,2,3,4.0,1,6.8
S0003166,2025-02-22,P04,B,0,3,19.0,0,6.8
S0003167,2025-02-22,P04,B,1,3,10.0,0,6.8
S0003168,2025-02-22,P04,B,2,3,5.0,1,6.8
S0003169,2025-02-22,P05,A,0,5,13.0,0,4.1
S0003170,2025-02-22,P05,A,1,5,19.0,0,4.1
S0003171,2025-02-22,P05,A,2,5,15.0,0,4.1
S0003172,2025-02-22,P05,A,3,5,4.0,0,4.1
S0003173,2025-02-22,P05,A,4,5,4.0,1,4.1
S0003174,2025-02-22,P05,B,0,5,5.0,0,4.1
S0003175,2025-02-22,P05,B,1,5,2.0,0,4.1
S0003176,2025-02-22,P05,B,2,5,2.0,0,4.1
S0003177,2025-02-22,P05,B,3,5,1.0,0,4.1
S0003178,2025-02-22,P06,A,0,3,7.0,0,3.0
S0003179,2025-02-22,P06,A,1,3,17.0,0,3.0
S0003180,2025-02-22,P06,A,2,3,1.0,1,3.0
S0003181,2025-02-22,P06,B,0,3,12.0,0,3.0
S0003182,2025-02-22,P06,B,1,3,6.0,0,3.0
S0003183,2025-02-22,P06,B,2,3,3.0,1,3.0
S0003184,2025-02-22,P07,A,0,7,12.0,0,1.8
S0003185,2025-02-22,P07,A,1,7,12.0,0,1.8
S0003186,2025-02-22,P07,A,2,7,7.0,0,1.8
S0003187,2025-02-22,P07,A,3,7,10.0,0,1.8
S0003188,2025-02-22,P07,A,4,7,5.0,0,1.8
S0003189,2025-02-22,P07,A,5,7,6.0,0,1.8
S0003190,2025-02-22,P07,A,6,7,10.0,1,1.8
S0003191,2025-02-22,P07,B,0,7,10.0,0,1.8
S0003192,2025-02-22,P07,B,1,7,11.0,0,1.8
S0003193,2025-02-22,P07,B,2,7,7.0,0,1.8
S0003194,2025-02-22,P07,B,3,7,2.0,0,1.8
S0003195,2025-02-22,P07,B,4,7,6.0,0,1.8
S0003196,2025-02-22,P07,B,5,7,1.0,0,1.8
S0003197,2025-02-22,P07,B,6,7,3.0,1,1.8
S0003198,2025-02-22,P08,A,0,5,14.0,0,3.7
S0003199,2025-02-22,P08,A,1,5,9.0,0,3.7
S0003200,2025-02-22,P08,A,2,5,6.0,0,3.7
S0003201,2025-02-22,P08,A,3,5,1.0,0,3.7
S0003202,2025-02-22,P08,B,0,5,9.0,0,3.7
S0003203,2025-02-22,P08,B,1,5,7.0,0,3.7
S0003204,2025-02-22,P08,B,2,5,6.0,0,3.7
S0003205,2025-02-22,P08,B,3,5,3.0,0,3.7
S0003206,2025-02-22,P08,B,4,5,2.0,1,3.7
S0003207,2025-02-23,P01,A,0,3,21.0,0,3.2
S0003208,2025-02-23,P01,A,1,3,10.0,0,3.2
S0003209,2025-02-23,P01,A,2,3,6.0,1,3.2
S0003210,2025-02-23,P01,B,0,3,14.0,0,3.2
S0003211,2025-02-23,P01,B,1,3,18.0,0,3.2
S0003212,2025-02-23,P01,B,2,3,2.0,1,3.2
S0003213,2025-02-23,P02,A,0,3,29.0,0,2.6
S0003214,2025-02-23,P02,A,1,3,5.0,0,2.6
S0003215,2025-02-23,P02,A,2,3,3.0,1,2.6
S0003216,2025-02-23,P02,B,0,3,23.0,0,2.6
S0003217,2025-02-23,P02,B,1,3,10.0,0,2.6
S0003218,2025-02-23,P03,A,0,4,12.0,0,2.1
S0003219,2025-02-23,P03,A,1,4,7.0,0,2.1
S0003220,2025-02-23,P03,A,2,4,9.0,0,2.1
S0003221,2025-02-23,P03,A,3,4,3.0,1,2.1
S0003222,2025-02-23,P03,B,0,4,5.0,0,2.1
S0003223,2025-02-23,P03,B,1,4,6.0,0,2.1
S0003224,2025-02-23,P03,B,2,4,3.0,0,2.1
S0003225,2025-02-23,P03,B,3,4,1.0,1,2.1
S0003226,2025-02-23,P04,A,0,3,21.0,0,6.8
S0003227,2025-02-23,P04,A,1,3,12.0,0,6.8
S0003228,2025-02-23,P04,A,2,3,2.0,1,6.8
S0003229,2025-02-23,P04,B,0,3,7.0,0,6.8
S0003230,2025-02-23,P04,B,1,3,3.0,0,6.8
S0003231,2025-02-23,P05,A,0,5,10.0,0,4.1
S0003232,2025-02-23,P05,A,1,5,4.0,0,4.1
S0003233,2025-02-23,P05,A,2,5,7.0,0,4.1
S0003234,2025-02-23,P05,A,3,5,8.0,0,4.1
S0003235,2025-02-23,P05,B,0,5,6.0,0,4.1
S0003236,2025-02-23,P05,B,1,5,3.0,0,4.1
S0003237,2025-02-23,P05,B,2,5,5.0,0,4.1
S0003238,2025-02-23,P05,B,3,5,4.0,0,4.1
S0003239,2025-02-23,P05,B,4,5,1.0,1,4.1
S0003240,2025-02-23,P06,A,0,3,5.0,0,3.0
S0003241,2025-02-23,P06,A,1,3,7.0,0,3.0
S0003242,2025-02-23,P06,A,2,3,8.0,1,3.0
S0003243,2025-02-23,P06,B,0,3,13.0,0,3.0
S0003244,2025-02-23,P06,B,1,3,7.0,0,3.0
S0003245,2025-02-23,P06,B,2,3,3.0,1,3.0
S0003246,2025-02-23,P07,A,0,7,15.0,0,1.8
S0003247,2025-02-23,P07,A,1,7,13.0,0,1.8
S0003248,2025-02-23,P07,A,2,7,9.0,0,1.8
S0003249,2025-02-23,P07,A,3,7,4.0,0,1.8
S0003250,2025-02-23,P07,A,4,7,5.0,0,1.8
S0003251,2025-02-23,P07,A,5,7,3.0,0,1.8
S0003252,2025-02-23,P07,A,6,7,3.0,1,1.8
S0003253,2025-02-23,P07,B,0,7,6.0,0,1.8
S0003254,2025-02-23,P07,B,1,7,13.0,0,1.8
S0003255,2025-02-23,P07,B,2,7,3.0,0,1.8
S0003256,2025-02-23,P07,B,3,7,1.0,0,1.8
S0003257,2025-02-23,P07,B,4,7,6.0,0,1.8
S0003258,2025-02-23,P07,B,5,7,1.0,0,1.8
S0003259,2025-02-23,P07,B,6,7,1.0,1,1.8
S0003260,2025-02-23,P08,A,0,5,15.0,0,3.7
S0003261,2025-02-23,P08,A,1,5,4.0,0,3.7
S0003262,2025-02-23,P08,A,2,5,14.0,0,3.7
S0003263,2025-02-23,P08,A,3,5,34.0,0,3.7
S0003264,2025-02-23,P08,A,4,5,3.0,1,3.7
S0003265,2025-02-23,P08,B,0,5,3.0,0,3.7
S0003266,2025-02-23,P08,B,1,5,4.0,0,3.7
S0003267,2025-02-23,P08,B,2,5,4.0,0,3.7
S0003268,2025-02-23,P08,B,3,5,1.0,0,3.7
S0003269,2025-02-24,P01,A,0,3,24.0,0,3.2
S0003270,2025-02-24,P01,A,1,3,26.0,0,3.2
S0003271,2025-02-24,P01,B,0,3,22.0,0,3.2
S0003272,2025-02-24,P01,B,1,3,8.0,0,3.2
S0003273,2025-02-24,P01,B,2,3,1.0,1,3.2
S0003274,2025-02-24,P02,A,0,3,16.0,0,2.6
S0003275,2025-02-24,P02,A,1,3,12.0,0,2.6
S0003276,2025-02-24,P02,A,2,3,1.0,1,2.6
S0003277,2025-02-24,P02,B,0,3,7.0,0,2.6
S0003278,2025-02-24,P02,B,1,3,10.0,0,2.6
S0003279,2025-02-24,P02,B,2,3,3.0,1,2.6
S0003280,2025-02-24,P03,A,0,4,44.0,0,2.1
S0003281,2025-02-24,P03,A,1,4,17.0,0,2.1
S0003282,2025-02-24,P03,A,2,4,6.0,0,2.1
S0003283,2025-02-24,P03,A,3,4,2.0,1,2.1
S0003284,2025-02-24,P03,B,0,4,6.0,0,2.1
S0003285,2025-02-24,P03,B,1,4,4.0,0,2.1
S0003286,2025-02-24,P03,B,2,4,2.0,0,2.1
S0003287,2025-02-24,P04,A,0,3,16.0,0,6.8
S0003288,2025-02-24,P04,A,1,3,6.0,0,6.8
S0003289,2025-02-24,P04,A,2,3,5.0,1,6.8
S0003290,2025-02-24,P04,B,0,3,11.0,0,6.8
S0003291,2025-02-24,P04,B,1,3,8.0,0,6.8
S0003292,2025-02-24,P04,B,2,3,1.0,1,6.8
S0003293,2025-02-24,P05,A,0,5,5.0,0,4.1
S0003294,2025-02-24,P05,A,1,5,6.0,0,4.1
S0003295,2025-02-24,P05,A,2,5,4.0,0,4.1
S0003296,2025-02-24,P05,A,3,5,2.0,0,4.1
S0003297,2025-02-24,P05,A,4,5,1.0,1,4.1
S0003298,2025-02-24,P05,B,0,5,4.0,0,4.1
S0003299,2025-02-24,P05,B,1,5,17.0,0,4.1
S0003300,2025-02-24,P05,B,3,5,2.0,0,4.1
S0003301,2025-02-24,P06,A,0,3,21.0,0,3.0
S0003302,2025-02-24,P06,A,1,3,4.0,0,3.0
