allocation_date,condition,order_line_id,message_id,supply_id,customer_id,product_id,supply_grade,requested_grade,delivery_date,objective_unit_score,allocated_quantity_kg,exact_grade
2025-03-13,B1_optimization_only,O0001999,M000810,S0004318,C009,P06,A,A,2025-03-13,11.466676666666666,3.0,1
2025-03-13,B1_optimization_only,O0002001,M000809,S0004318,C008,P06,A,A,2025-03-13,10.066676666666666,10.0,1
2025-03-13,B1_optimization_only,O0001998,M000804,S0004319,C003,P06,A,A,2025-03-13,27.60002,10.0,1
2025-03-13,B1_optimization_only,O0002000,M000808,S0004320,C007,P06,B,B,2025-03-13,8.266666666666666,2.0,1
2025-03-13,B1_optimization_only,O0002000,M000808,S0004321,C007,P06,B,B,2025-03-13,10.266676666666665,3.0,1
2025-03-13,B1_optimization_only,O0002000,M000808,S0004322,C007,P06,B,B,2025-03-13,25.60002,5.0,1
2025-03-13,B1_optimization_only,O0002004,M000813,S0004323,C012,P07,A,A,2025-03-13,5.722448979591836,9.0,1
2025-03-13,B1_optimization_only,O0002004,M000813,S0004324,C012,P07,A,A,2025-03-13,6.089805918367346,5.0,1
2025-03-13,B1_optimization_only,O0002004,M000813,S0004325,C012,P07,A,A,2025-03-13,6.70206081632653,8.0,1
2025-03-13,B1_optimization_only,O0002004,M000813,S0004326,C012,P07,A,A,2025-03-13,7.5592136734693876,3.0,1
2025-03-13,B1_optimization_only,O0002003,M000804,S0004327,C003,P07,A,A,2025-03-13,11.46126448979592,4.0,1
2025-03-13,B1_optimization_only,O0002003,M000804,S0004328,C003,P07,A,A,2025-03-13,12.808213265306122,6.0,1
2025-03-13,B1_optimization_only,O0002002,M000802,S0004334,C001,P07,B,B,2025-03-13,14.208213265306123,2.0,1
2025-03-13,B1_optimization_only,O0002002,M000802,S0004335,C001,P07,B,B,2025-03-13,27.800060000000002,1.0,1
2025-03-13,B1_optimization_only,O0002005,M000804,S0004336,C003,P08,A,A,2025-03-13,10.540000000000001,10.0,1
2025-03-13,B1_optimization_only,O0002006,M000806,S0004336,C005,P08,A,A,2025-03-13,9.340000000000002,13.0,1
2025-03-13,B1_optimization_only,O0002008,M000808,S0004336,C007,P08,A,A,2025-03-13,8.540000000000001,2.0,1
2025-03-13,B1_optimization_only,O0002005,M000804,S0004337,C003,P08,A,A,2025-03-13,11.260010000000001,6.0,1
2025-03-13,B1_optimization_only,O0002005,M000804,S0004338,C003,P08,A,A,2025-03-13,12.46002,14.0,1
2025-03-13,B1_optimization_only,O0002007,M000802,S0004338,C001,P08,A,A,2025-03-13,13.860019999999999,1.0,1
2025-03-13,B1_optimization_only,O0002007,M000802,S0004339,C001,P08,A,A,2025-03-13,15.54003,4.0,1
2025-03-13,B1_optimization_only,O0002007,M000802,S0004340,C001,P08,A,A,2025-03-13,29.700039999999998,4.0,1
2025-03-13,P1_proposed_dss,O0001980,M000802,S0004284,C001,P01,A,A,2025-03-13,11.866666666666665,24.0,1
2025-03-13,P1_proposed_dss,O0001980,M000802,S0004285,C001,P01,A,A,2025-03-13,13.866676666666665,11.0,1
2025-03-13,P1_proposed_dss,O0001980,M000802,S0004286,C001,P01,A,A,2025-03-13,29.20002,3.0,1
2025-03-13,P1_proposed_dss,O0001983,M000808,S0004289,C007,P02,A,B,2025-03-13,6.766666666666667,5.0,0
2025-03-13,P1_proposed_dss,O0001984,M000810,S0004289,C009,P02,A,B,2025-03-13,7.966666666666668,31.0,0
2025-03-13,P1_proposed_dss,O0001981,M000807,S0004290,C006,P02,A,A,2025-03-13,10.466676666666666,4.0,1
2025-03-13,P1_proposed_dss,O0001982,M000804,S0004290,C003,P02,A,B,2025-03-13,10.766676666666665,2.0,0
2025-03-13,P1_proposed_dss,O0001984,M000810,S0004290,C009,P02,A,B,2025-03-13,9.966676666666666,34.0,0
2025-03-13,P1_proposed_dss,O0001982,M000804,S0004291,C003,P02,A,B,2025-03-13,26.10002,2.0,0
2025-03-13,P1_proposed_dss,O0001985,M000803,S0004292,C002,P02,B,B,2025-03-13,10.866666666666665,10.0,1
2025-03-13,P1_proposed_dss,O0001985,M000803,S0004293,C002,P02,B,B,2025-03-13,12.866676666666665,4.0,1
2025-03-13,P1_proposed_dss,O0001985,M000803,S0004294,C002,P02,B,B,2025-03-13,28.20002,1.0,1
2025-03-13,P1_proposed_dss,O0001987,M000805,S0004295,C004,P03,A,A,2025-03-13,8.675,9.0,1
2025-03-13,P1_proposed_dss,O0001988,M000813,S0004295,C012,P03,A,A,2025-03-13,6.275,24.0,1
2025-03-13,P1_proposed_dss,O0001987,M000805,S0004296,C004,P03,A,A,2025-03-13,9.80001,20.0,1
2025-03-13,P1_proposed_dss,O0001987,M000805,S0004297,C004,P03,A,A,2025-03-13,11.67502,16.0,1
2025-03-13,P1_proposed_dss,O0001987,M000805,S0004298,C004,P03,A,A,2025-03-13,26.30003,3.0,1
2025-03-13,P1_proposed_dss,O0001986,M000802,S0004299,C001,P03,B,B,2025-03-13,10.475,3.0,1
2025-03-13,P1_proposed_dss,O0001986,M000802,S0004300,C001,P03,B,B,2025-03-13,11.60001,7.0,1
2025-03-13,P1_proposed_dss,O0001986,M000802,S0004301,C001,P03,B,B,2025-03-13,13.475019999999999,3.0,1
2025-03-13,P1_proposed_dss,O0001990,M000802,S0004302,C001,P04,A,A,2025-03-13,15.466666666666667,17.0,1
2025-03-13,P1_proposed_dss,O0001991,M000808,S0004302,C007,P04,A,A,2025-03-13,12.066666666666665,4.0,1
2025-03-13,P1_proposed_dss,O0001993,M000805,S0004302,C004,P04,A,A,2025-03-13,13.666666666666666,17.0,1
2025-03-13,P1_proposed_dss,O0001990,M000802,S0004303,C001,P04,A,A,2025-03-13,17.466676666666668,6.0,1
2025-03-13,P1_proposed_dss,O0001990,M000802,S0004304,C001,P04,A,A,2025-03-13,32.800019999999996,5.0,1
2025-03-13,P1_proposed_dss,O0001989,M000804,S0004305,C003,P04,B,B,2025-03-13,14.066666666666665,1.0,1
2025-03-13,P1_proposed_dss,O0001992,M000813,S0004305,C012,P04,B,B,2025-03-13,11.266666666666666,6.0,1
2025-03-13,P1_proposed_dss,O0001989,M000804,S0004306,C003,P04,B,B,2025-03-13,16.066676666666666,2.0,1
2025-03-13,P1_proposed_dss,O0001994,M000809,S0004307,C008,P05,A,A,2025-03-13,8.74,4.0,1
2025-03-13,P1_proposed_dss,O0001994,M000809,S0004308,C008,P05,A,A,2025-03-13,9.46001,21.0,1
2025-03-13,P1_proposed_dss,O0001994,M000809,S0004309,C008,P05,A,A,2025-03-13,10.66002,8.0,1
2025-03-13,P1_proposed_dss,O0001995,M000806,S0004309,C005,P05,A,A,2025-03-13,11.66002,2.0,1
2025-03-13,P1_proposed_dss,O0001995,M000806,S0004310,C005,P05,A,A,2025-03-13,13.34003,6.0,1
2025-03-13,P1_proposed_dss,O0001995,M000806,S0004311,C005,P05,A,A,2025-03-13,27.50004,2.0,1
2025-03-13,P1_proposed_dss,O0001996,M000808,S0004312,C007,P05,B,B,2025-03-13,8.94,15.0,1
2025-03-13,P1_proposed_dss,O0001996,M000808,S0004313,C007,P05,B,B,2025-03-13,9.66001,10.0,1
2025-03-13,P1_proposed_dss,O0001996,M000808,S0004314,C007,P05,B,B,2025-03-13,10.860019999999999,4.0,1
2025-03-13,P1_proposed_dss,O0001996,M000808,S0004315,C007,P05,B,B,2025-03-13,12.54003,7.0,1
2025-03-13,P1_proposed_dss,O0001996,M000808,S0004316,C007,P05,B,B,2025-03-13,26.700039999999998,3.0,1
2025-03-13,P1_proposed_dss,O0002000,M000808,S0004317,C007,P06,A,B,2025-03-13,7.166666666666667,3.0,0
2025-03-13,P1_proposed_dss,O0002001,M000809,S0004317,C008,P06,A,A,2025-03-13,8.066666666666666,5.0,1
2025-03-13,P1_proposed_dss,O0001998,M000804,S0004318,C003,P06,A,A,2025-03-13,12.266676666666665,3.0,1
2025-03-13,P1_proposed_dss,O0001999,M000810,S0004318,C009,P06,A,A,2025-03-13,11.466676666666666,3.0,1
2025-03-13,P1_proposed_dss,O0002001,M000809,S0004318,C008,P06,A,A,2025-03-13,10.066676666666666,10.0,1
2025-03-13,P1_proposed_dss,O0001998,M000804,S0004319,C003,P06,A,A,2025-03-13,27.60002,10.0,1
2025-03-13,P1_proposed_dss,O0002000,M000808,S0004320,C007,P06,B,B,2025-03-13,8.266666666666666,2.0,1
2025-03-13,P1_proposed_dss,O0002000,M000808,S0004321,C007,P06,B,B,2025-03-13,10.266676666666665,3.0,1
2025-03-13,P1_proposed_dss,O0002000,M000808,S0004322,C007,P06,B,B,2025-03-13,25.60002,5.0,1
2025-03-13,P1_proposed_dss,O0002004,M000813,S0004323,C012,P07,A,A,2025-03-13,5.722448979591836,9.0,1
2025-03-13,P1_proposed_dss,O0002004,M000813,S0004324,C012,P07,A,A,2025-03-13,6.089805918367346,5.0,1
2025-03-13,P1_proposed_dss,O0002004,M000813,S0004325,C012,P07,A,A,2025-03-13,6.70206081632653,8.0,1
2025-03-13,P1_proposed_dss,O0002004,M000813,S0004326,C012,P07,A,A,2025-03-13,7.5592136734693876,3.0,1
2025-03-13,P1_proposed_dss,O0002003,M000804,S0004327,C003,P07,A,A,2025-03-13,11.46126448979592,4.0,1
2025-03-13,P1_proposed_dss,O0002003,M000804,S0004328,C003,P07,A,A,2025-03-13,12.808213265306122,6.0,1
2025-03-13,P1_proposed_dss,O0002002,M000802,S0004334,C001,P07,B,B,2025-03-13,14.208213265306123,2.0,1
2025-03-13,P1_proposed_dss,O0002002,M000802,S0004335,C001,P07,B,B,2025-03-13,27.800060000000002,1.0,1
2025-03-13,P1_proposed_dss,O0002005,M000804,S0004336,C003,P08,A,A,2025-03-13,10.540000000000001,10.0,1
2025-03-13,P1_proposed_dss,O0002006,M000806,S0004336,C005,P08,A,A,2025-03-13,9.340000000000002,13.0,1
2025-03-13,P1_proposed_dss,O0002008,M000808,S0004336,C007,P08,A,A,2025-03-13,8.540000000000001,2.0,1
2025-03-13,P1_proposed_dss,O0002005,M000804,S0004337,C003,P08,A,A,2025-03-13,11.260010000000001,6.0,1
2025-03-13,P1_proposed_dss,O0002005,M000804,S0004338,C003,P08,A,A,2025-03-13,12.46002,14.0,1
2025-03-13,P1_proposed_dss,O0002007,M000802,S0004338,C001,P08,A,A,2025-03-13,13.860019999999999,1.0,1
2025-03-13,P1_proposed_dss,O0002007,M000802,S0004339,C001,P08,A,A,2025-03-13,15.54003,4.0,1
2025-03-13,P1_proposed_dss,O0002007,M000802,S0004340,C001,P08,A,A,2025-03-13,29.700039999999998,4.0,1
2025-03-14,B0_manual,O0002011,M000814,S0004347,C003,P01,B,B,2025-03-14,,15.0,1
2025-03-14,B0_manual,O0002021,M000814,S0004373,C003,P05,B,B,2025-03-14,,7.0,1
2025-03-14,B0_manual,O0002035,M000814,S0004397,C003,P08,A,A,2025-03-14,,5.0,1
2025-03-14,B0_manual,O0002014,M000815,S0004353,C004,P02,B,B,2025-03-14,,11.0,1
2025-03-14,B0_manual,O0002014,M000815,S0004354,C004,P02,B,B,2025-03-14,,3.0,1
2025-03-14,B0_manual,O0002032,M000815,S0004397,C004,P08,A,A,2025-03-14,,2.0,1
2025-03-14,B0_manual,O0002032,M000815,S0004398,C004,P08,A,A,2025-03-14,,9.0,1
2025-03-14,B0_manual,O0002032,M000815,S0004399,C004,P08,A,A,2025-03-14,,3.0,1
2025-03-14,B0_manual,O0002012,M000816,S0004347,C005,P01,B,B,2025-03-14,,6.0,1
2025-03-14,B0_manual,O0002012,M000816,S0004348,C005,P01,B,B,2025-03-14,,12.0,1
2025-03-14,B0_manual,O0002012,M000816,S0004349,C005,P01,B,B,2025-03-14,,4.0,1
2025-03-14,B0_manual,O0002019,M000816,S0004365,C005,P04,B,B,2025-03-14,,15.0,1
2025-03-14,B0_manual,O0002019,M000816,S0004366,C005,P04,B,B,2025-03-14,,7.0,1
2025-03-14,B0_manual,O0002019,M000816,S0004367,C005,P04,B,B,2025-03-14,,1.0,1
2025-03-14,B0_manual,O0002019,M000816,S0004362,C005,P04,A,B,2025-03-14,,12.0,0
2025-03-14,B0_manual,O0002019,M000816,S0004363,C005,P04,A,B,2025-03-14,,11.0,0
2025-03-14,B0_manual,O0002019,M000816,S0004364,C005,P04,A,B,2025-03-14,,2.0,0
2025-03-14,B0_manual,O0002023,M000816,S0004378,C005,P06,A,A,2025-03-14,,6.0,1
2025-03-14,B0_manual,O0002029,M000816,S0004390,C005,P07,B,B,2025-03-14,,6.0,1
2025-03-14,B0_manual,O0002029,M000816,S0004391,C005,P07,B,B,2025-03-14,,2.0,1
2025-03-14,B0_manual,O0002029,M000816,S0004392,C005,P07,B,B,2025-03-14,,4.0,1
2025-03-14,B0_manual,O0002016,M000817,S0004355,C006,P03,A,A,2025-03-14,,37.0,1
2025-03-14,B0_manual,O0002016,M000817,S0004356,C006,P03,A,A,2025-03-14,,12.0,1
2025-03-14,B0_manual,O0002025,M000817,S0004378,C006,P06,A,A,2025-03-14,,19.0,1
2025-03-14,B0_manual,O0002025,M000817,S0004379,C006,P06,A,A,2025-03-14,,14.0,1
2025-03-14,B0_manual,O0002030,M000817,S0004392,C006,P07,B,B,2025-03-14,,2.0,1
2025-03-14,B0_manual,O0002030,M000817,S0004393,C006,P07,B,B,2025-03-14,,2.0,1
2025-03-14,B0_manual,O0002030,M000817,S0004394,C006,P07,B,B,2025-03-14,,3.0,1
2025-03-14,B0_manual,O0002030,M000817,S0004395,C006,P07,B,B,2025-03-14,,1.0,1
2025-03-14,B0_manual,O0002030,M000817,S0004396,C006,P07,B,B,2025-03-14,,1.0,1
2025-03-14,B0_manual,O0002017,M000818,S0004356,C007,P03,A,A,2025-03-14,,6.0,1
2025-03-14,B0_manual,O0002017,M000818,S0004357,C007,P03,A,A,2025-03-14,,4.0,1
2025-03-14,B0_manual,O0002034,M000818,S0004401,C007,P08,B,B,2025-03-14,,9.0,1
2025-03-14,B0_manual,O0002020,M000819,S0004368,C008,P05,A,A,2025-03-14,,9.0,1
2025-03-14,B0_manual,O0002020,M000819,S0004369,C008,P05,A,A,2025-03-14,,10.0,1
2025-03-14,B0_manual,O0002020,M000819,S0004370,C008,P05,A,A,2025-03-14,,5.0,1
2025-03-14,B0_manual,O0002020,M000819,S0004371,C008,P05,A,A,2025-03-14,,1.0,1
2025-03-14,B0_manual,O0002031,M000819,S0004399,C008,P08,A,A,2025-03-14,,8.0,1
2025-03-14,B0_manual,O0002031,M000819,S0004400,C008,P08,A,A,2025-03-14,,2.0,1
2025-03-14,B0_manual,O0002010,M000820,S0004344,C009,P01,A,A,2025-03-14,,14.0,1
2025-03-14,B0_manual,O0002022,M000820,S0004371,C009,P05,A,A,2025-03-14,,11.0,1
2025-03-14,B0_manual,O0002022,M000820,S0004372,C009,P05,A,A,2025-03-14,,2.0,1
2025-03-14,B0_manual,O0002013,M000821,S0004350,C010,P02,A,B,2025-03-14,,33.0,0
2025-03-14,B0_manual,O0002028,M000821,S0004383,C010,P07,A,A,2025-03-14,,8.0,1
2025-03-14,B0_manual,O0002028,M000821,S0004384,C010,P07,A,A,2025-03-14,,2.0,1
2025-03-14,B0_manual,O0002024,M000823,S0004381,C012,P06,B,B,2025-03-14,,9.0,1
2025-03-14,B0_manual,O0002024,M000823,S0004382,C012,P06,B,B,2025-03-14,,1.0,1
2025-03-14,B1_optimization_only,O0002012,M000816,S0004344,C005,P01,A,B,2025-03-14,8.166666666666668,20.0,0
2025-03-14,B1_optimization_only,O0002009,M000821,S0004345,C010,P01,A,B,2025-03-14,10.366676666666667,21.0,0
2025-03-14,B1_optimization_only,O0002010,M000820,S0004345,C009,P01,A,A,2025-03-14,11.666676666666666,13.0,1
2025-03-14,B1_optimization_only,O0002010,M000820,S0004346,C009,P01,A,A,2025-03-14,27.00002,1.0,1
2025-03-14,B1_optimization_only,O0002009,M000821,S0004347,C010,P01,B,B,2025-03-14,9.466666666666667,10.0,1
2025-03-14,B1_optimization_only,O0002012,M000816,S0004347,C005,P01,B,B,2025-03-14,9.266666666666667,11.0,1
2025-03-14,B1_optimization_only,O0002009,M000821,S0004348,C010,P01,B,B,2025-03-14,11.466676666666666,1.0,1
2025-03-14,B1_optimization_only,O0002011,M000814,S0004348,C003,P01,B,B,2025-03-14,12.466676666666666,11.0,1
2025-03-14,B1_optimization_only,O0002011,M000814,S0004349,C003,P01,B,B,2025-03-14,27.80002,4.0,1
2025-03-14,B1_optimization_only,O0002013,M000821,S0004350,C010,P02,A,B,2025-03-14,7.766666666666667,30.0,0
2025-03-14,B1_optimization_only,O0002014,M000815,S0004350,C004,P02,A,B,2025-03-14,8.366666666666667,12.0,0
2025-03-14,B1_optimization_only,O0002014,M000815,S0004351,C004,P02,A,B,2025-03-14,10.366676666666667,37.0,0
2025-03-14,B1_optimization_only,O0002014,M000815,S0004352,C004,P02,A,B,2025-03-14,25.700020000000002,1.0,0
2025-03-14,B1_optimization_only,O0002014,M000815,S0004353,C004,P02,B,B,2025-03-14,9.466666666666667,11.0,1
2025-03-14,B1_optimization_only,O0002014,M000815,S0004354,C004,P02,B,B,2025-03-14,11.466676666666666,3.0,1
2025-03-14,B1_optimization_only,O0002016,M000817,S0004355,C006,P03,A,A,2025-03-14,7.675000000000001,27.0,1
2025-03-14,B1_optimization_only,O0002017,M000818,S0004355,C007,P03,A,A,2025-03-14,7.074999999999999,10.0,1
2025-03-14,B1_optimization_only,O0002016,M000817,S0004356,C006,P03,A,A,2025-03-14,8.80001,18.0,1
2025-03-14,B1_optimization_only,O0002016,M000817,S0004357,C006,P03,A,A,2025-03-14,25.30003,4.0,1
2025-03-14,B1_optimization_only,O0002019,M000816,S0004362,C005,P04,A,B,2025-03-14,11.766666666666666,12.0,0
2025-03-14,B1_optimization_only,O0002019,M000816,S0004363,C005,P04,A,B,2025-03-14,13.766676666666665,11.0,0
2025-03-14,B1_optimization_only,O0002019,M000816,S0004364,C005,P04,A,B,2025-03-14,29.10002,2.0,0
2025-03-14,B1_optimization_only,O0002019,M000816,S0004365,C005,P04,B,B,2025-03-14,12.866666666666665,15.0,1
2025-03-14,B1_optimization_only,O0002019,M000816,S0004366,C005,P04,B,B,2025-03-14,14.866676666666665,7.0,1
2025-03-14,B1_optimization_only,O0002019,M000816,S0004367,C005,P04,B,B,2025-03-14,30.20002,1.0,1
2025-03-14,B1_optimization_only,O0002020,M000819,S0004368,C008,P05,A,A,2025-03-14,8.74,4.0,1
2025-03-14,B1_optimization_only,O0002022,M000820,S0004368,C009,P05,A,A,2025-03-14,10.139999999999999,5.0,1
2025-03-14,B1_optimization_only,O0002022,M000820,S0004369,C009,P05,A,A,2025-03-14,10.860009999999999,10.0,1
2025-03-14,B1_optimization_only,O0002022,M000820,S0004370,C009,P05,A,A,2025-03-14,12.060019999999998,5.0,1
2025-03-14,B1_optimization_only,O0002022,M000820,S0004371,C009,P05,A,A,2025-03-14,13.740029999999999,12.0,1
2025-03-14,B1_optimization_only,O0002022,M000820,S0004372,C009,P05,A,A,2025-03-14,27.900039999999997,2.0,1
2025-03-14,B1_optimization_only,O0002021,M000814,S0004375,C003,P05,B,B,2025-03-14,12.860019999999999,1.0,1
2025-03-14,B1_optimization_only,O0002021,M000814,S0004376,C003,P05,B,B,2025-03-14,14.54003,5.0,1
2025-03-14,B1_optimization_only,O0002021,M000814,S0004377,C003,P05,B,B,2025-03-14,28.700039999999998,1.0,1
2025-03-14,B1_optimization_only,O0002024,M000823,S0004378,C012,P06,A,B,2025-03-14,6.366666666666666,8.0,0
2025-03-14,B1_optimization_only,O0002025,M000817,S0004378,C006,P06,A,A,2025-03-14,8.866666666666665,17.0,1
2025-03-14,B1_optimization_only,O0002023,M000816,S0004379,C005,P06,A,A,2025-03-14,11.066676666666666,2.0,1
2025-03-14,B1_optimization_only,O0002025,M000817,S0004379,C006,P06,A,A,2025-03-14,10.866676666666665,16.0,1
2025-03-14,B1_optimization_only,O0002023,M000816,S0004380,C005,P06,A,A,2025-03-14,26.400019999999998,4.0,1
2025-03-14,B1_optimization_only,O0002024,M000823,S0004381,C012,P06,B,B,2025-03-14,7.466666666666667,9.0,1
2025-03-14,B1_optimization_only,O0002024,M000823,S0004382,C012,P06,B,B,2025-03-14,9.466676666666666,1.0,1
2025-03-14,B1_optimization_only,O0002026,M000823,S0004383,C012,P07,A,B,2025-03-14,4.622448979591836,4.0,0
2025-03-14,B1_optimization_only,O0002026,M000823,S0004384,C012,P07,A,B,2025-03-14,4.989805918367346,7.0,0
2025-03-14,B1_optimization_only,O0002027,M000819,S0004384,C008,P07,A,B,2025-03-14,5.589805918367346,1.0,0
2025-03-14,B1_optimization_only,O0002027,M000819,S0004385,C008,P07,A,B,2025-03-14,6.20206081632653,5.0,0
2025-03-14,B1_optimization_only,O0002030,M000817,S0004385,C006,P07,A,B,2025-03-14,7.002060816326531,3.0,0
2025-03-14,B1_optimization_only,O0002028,M000821,S0004386,C010,P07,A,A,2025-03-14,9.359213673469387,4.0,1
2025-03-14,B1_optimization_only,O0002030,M000817,S0004386,C006,P07,A,B,2025-03-14,7.859213673469388,4.0,0
2025-03-14,B1_optimization_only,O0002028,M000821,S0004387,C010,P07,A,A,2025-03-14,10.461264489795917,2.0,1
2025-03-14,B1_optimization_only,O0002028,M000821,S0004388,C010,P07,A,A,2025-03-14,11.80821326530612,3.0,1
2025-03-14,B1_optimization_only,O0002028,M000821,S0004389,C010,P07,A,A,2025-03-14,25.40006,1.0,1
2025-03-14,B1_optimization_only,O0002030,M000817,S0004390,C006,P07,B,B,2025-03-14,7.122448979591836,6.0,1
2025-03-14,B1_optimization_only,O0002030,M000817,S0004391,C006,P07,B,B,2025-03-14,7.489805918367346,2.0,1
2025-03-14,B1_optimization_only,O0002029,M000816,S0004392,C005,P07,B,B,2025-03-14,8.30206081632653,5.0,1
2025-03-14,B1_optimization_only,O0002030,M000817,S0004392,C006,P07,B,B,2025-03-14,8.10206081632653,1.0,1
2025-03-14,B1_optimization_only,O0002029,M000816,S0004393,C005,P07,B,B,2025-03-14,9.159213673469388,2.0,1
2025-03-14,B1_optimization_only,O0002029,M000816,S0004394,C005,P07,B,B,2025-03-14,10.261264489795918,3.0,1
2025-03-14,B1_optimization_only,O0002029,M000816,S0004395,C005,P07,B,B,2025-03-14,11.608213265306121,1.0,1
2025-03-14,B1_optimization_only,O0002029,M000816,S0004396,C005,P07,B,B,2025-03-14,25.20006,1.0,1
2025-03-14,B1_optimization_only,O0002033,M000821,S0004397,C010,P08,A,A,2025-03-14,9.540000000000001,7.0,1
2025-03-14,B1_optimization_only,O0002032,M000815,S0004398,C004,P08,A,A,2025-03-14,10.86001,6.0,1
2025-03-14,B1_optimization_only,O0002033,M000821,S0004398,C010,P08,A,A,2025-03-14,10.260010000000001,3.0,1
2025-03-14,B1_optimization_only,O0002032,M000815,S0004399,C004,P08,A,A,2025-03-14,12.06002,8.0,1
2025-03-14,B1_optimization_only,O0002035,M000814,S0004399,C003,P08,A,A,2025-03-14,12.46002,3.0,1
2025-03-14,B1_optimization_only,O0002035,M000814,S0004400,C003,P08,A,A,2025-03-14,14.140030000000001,2.0,1
2025-03-14,B1_optimization_only,O0002034,M000818,S0004402,C007,P08,B,B,2025-03-14,9.260010000000001,1.0,1
2025-03-14,B1_optimization_only,O0002034,M000818,S0004403,C007,P08,B,B,2025-03-14,10.46002,2.0,1
2025-03-14,B1_optimization_only,O0002034,M000818,S0004404,C007,P08,B,B,2025-03-14,12.140030000000001,6.0,1
2025-03-14,P1_proposed_dss,O0002012,M000816,S0004344,C005,P01,A,B,2025-03-14,8.166666666666668,20.0,0
2025-03-14,P1_proposed_dss,O0002009,M000821,S0004345,C010,P01,A,B,2025-03-14,10.366676666666667,21.0,0
2025-03-14,P1_proposed_dss,O0002010,M000820,S0004345,C009,P01,A,A,2025-03-14,11.666676666666666,13.0,1
2025-03-14,P1_proposed_dss,O0002010,M000820,S0004346,C009,P01,A,A,2025-03-14,27.00002,1.0,1
2025-03-14,P1_proposed_dss,O0002009,M000821,S0004347,C010,P01,B,B,2025-03-14,9.466666666666667,10.0,1
2025-03-14,P1_proposed_dss,O0002012,M000816,S0004347,C005,P01,B,B,2025-03-14,9.266666666666667,11.0,1
2025-03-14,P1_proposed_dss,O0002009,M000821,S0004348,C010,P01,B,B,2025-03-14,11.466676666666666,1.0,1
2025-03-14,P1_proposed_dss,O0002011,M000814,S0004348,C003,P01,B,B,2025-03-14,12.466676666666666,11.0,1
2025-03-14,P1_proposed_dss,O0002011,M000814,S0004349,C003,P01,B,B,2025-03-14,27.80002,4.0,1
2025-03-14,P1_proposed_dss,O0002013,M000821,S0004350,C010,P02,A,B,2025-03-14,7.766666666666667,30.0,0
2025-03-14,P1_proposed_dss,O0002014,M000815,S0004350,C004,P02,A,B,2025-03-14,8.366666666666667,12.0,0
2025-03-14,P1_proposed_dss,O0002014,M000815,S0004351,C004,P02,A,B,2025-03-14,10.366676666666667,37.0,0
2025-03-14,P1_proposed_dss,O0002014,M000815,S0004352,C004,P02,A,B,2025-03-14,25.700020000000002,1.0,0
2025-03-14,P1_proposed_dss,O0002014,M000815,S0004353,C004,P02,B,B,2025-03-14,9.466666666666667,11.0,1
2025-03-14,P1_proposed_dss,O0002014,M000815,S0004354,C004,P02,B,B,2025-03-14,11.466676666666666,3.0,1
2025-03-14,P1_proposed_dss,O0002016,M000817,S0004355,C006,P03,A,A,2025-03-14,7.675000000000001,27.0,1
2025-03-14,P1_proposed_dss,O0002017,M000818,S0004355,C007,P03,A,A,2025-03-14,7.074999999999999,10.0,1
2025-03-14,P1_proposed_dss,O0002016,M000817,S0004356,C006,P03,A,A,2025-03-14,8.80001,18.0,1
2025-03-14,P1_proposed_dss,O0002016,M000817,S0004357,C006,P03,A,A,2025-03-14,25.30003,4.0,1
2025-03-14,P1_proposed_dss,O0002019,M000816,S0004362,C005,P04,A,B,2025-03-14,11.766666666666666,12.0,0
2025-03-14,P1_proposed_dss,O0002019,M000816,S0004363,C005,P04,A,B,2025-03-14,13.766676666666665,11.0,0
2025-03-14,P1_proposed_dss,O0002019,M000816,S0004364,C005,P04,A,B,2025-03-14,29.10002,2.0,0
2025-03-14,P1_proposed_dss,O0002019,M000816,S0004365,C005,P04,B,B,2025-03-14,12.866666666666665,15.0,1
2025-03-14,P1_proposed_dss,O0002019,M000816,S0004366,C005,P04,B,B,2025-03-14,14.866676666666665,7.0,1
2025-03-14,P1_proposed_dss,O0002019,M000816,S0004367,C005,P04,B,B,2025-03-14,30.20002,1.0,1
2025-03-14,P1_proposed_dss,O0002020,M000819,S0004368,C008,P05,A,A,2025-03-14,8.74,4.0,1
2025-03-14,P1_proposed_dss,O0002022,M000820,S0004368,C009,P05,A,A,2025-03-14,10.139999999999999,5.0,1
2025-03-14,P1_proposed_dss,O0002022,M000820,S0004369,C009,P05,A,A,2025-03-14,10.860009999999999,10.0,1
2025-03-14,P1_proposed_dss,O0002022,M000820,S0004370,C009,P05,A,A,2025-03-14,12.060019999999998,5.0,1
2025-03-14,P1_proposed_dss,O0002022,M000820,S0004371,C009,P05,A,A,2025-03-14,13.740029999999999,12.0,1
2025-03-14,P1_proposed_dss,O0002022,M000820,S0004372,C009,P05,A,A,2025-03-14,27.900039999999997,2.0,1
2025-03-14,P1_proposed_dss,O0002021,M000814,S0004375,C003,P05,B,B,2025-03-14,12.860019999999999,1.0,1
2025-03-14,P1_proposed_dss,O0002021,M000814,S0004376,C003,P05,B,B,2025-03-14,14.54003,5.0,1
2025-03-14,P1_proposed_dss,O0002021,M000814,S0004377,C003,P05,B,B,2025-03-14,28.700039999999998,1.0,1
2025-03-14,P1_proposed_dss,O0002024,M000823,S0004378,C012,P06,A,B,2025-03-14,6.366666666666666,8.0,0
